id,name_ru,name_en,name_tm,short_description_ru,short_description_en,short_description_tm,description_ru,description_en,description_tm,ingredients_ru,ingredients_en,ingredients_tm
114,Гункан с тунцом,Gunkan with Tuna,tunes bilen gunkan,"Яркий вкус в компактной подаче. Состав: Рис, нори, тунец, спайс соус 2шт","Compact in size, bright in flavor. Ingredients: rice, nori, tuna, spicy sauce 2pcs","Ychjam bolsegem tagamy yorite. Duzumi: tuwi, nori, tunes, spays sousy 2sany","Небольшой формат с ярким и аккуратным вкусом, который легко запоминается.","A compact format with a bright, focused flavor that is easy to remember.",Ychjam formatda acyk we unudylmajak tagam ber?ar.,,,
115,Гункан Инь-Янь,Yin-Yang Gunkan,In-Yan gunkan,"Яркий вкус в компактной подаче. Состав: Рис, нори, огурец, икра летучей рыбы 2шт","Compact in size, bright in flavor. Ingredients: rice, nori, cucumber, flying fish roe 2pcs","Ychjam bolsegem tagamy yorite. Duzumi: tuwi, nori, hyyar, uchyan balyk ikrasy 2sany","Небольшой формат с ярким и аккуратным вкусом, который легко запоминается.","A compact format with a bright, focused flavor that is easy to remember.",Ychjam formatda acyk we unudylmajak tagam ber?ar.,,,
116,Гункан Инь-Янь,Yin-Yang Gunkan,In-Yan gunkan,"Яркий вкус в компактной подаче. Состав: Рис, нори, огурец, икра летучей рыбы 2шт","Compact in size, bright in flavor. Ingredients: rice, nori, cucumber, flying fish roe 2pcs","Ychjam bolsegem tagamy yorite. Duzumi: tuwi, nori, hyyar, uchyan balyk ikrasy 2sany","Небольшой формат с ярким и аккуратным вкусом, который легко запоминается.","A compact format with a bright, focused flavor that is easy to remember.",Ychjam formatda acyk we unudylmajak tagam ber?ar.,,,
117,Гункан Грин,Green Gunkan,Green gunkan,"Яркий вкус в компактной подаче. Состав: Рис, нори, огурец, крем сыр, икра летучей рыбы 2шт","Compact in size, bright in flavor. Ingredients: rice, nori, cucumber, cream cheese, flying fish roe 2pcs","Ychjam bolsegem tagamy yorite. Duzumi: tuwi, nori, hyyar, krem peynir, uchyan balyk ikrasy 2sany","Небольшой формат с ярким и аккуратным вкусом, который легко запоминается.","A compact format with a bright, focused flavor that is easy to remember.",Ychjam formatda acyk we unudylmajak tagam ber?ar.,,,
118,Роллы темпура микс,Tempura Mix Rolls,Tempura mix rolllar,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, нори, креветка, угорь, лосось, темпура кляр, спайс соус 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, nori, shrimp, eel, salmon, tempura batter, spicy sauce 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, nori, krewetka, ugur, losos, tempura hamyry, spays sousy 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
119,Том Ям,Tom Yum,Tom Yum,"Глубокий, согревающий и насыщенный вкус. Состав: Бульон том ям, мидии в раковине, креветки, кольцо кальмара, черри, лук, лимон, сливки, грибы, кинза, кунжут","Deep, warming, and richly layered. Ingredients: Bulon tom yam, midii v rakovine, krevetki, koltso kalmara, cherri, luk, limon, slivki, griby, kinza, sesame","Cunin, gyzdyryjy we bay tagam. Duzumi: Bulon tom yam, midii v rakovine, krevetki, koltso kalmara, cherri, luk, limon, slivki, griby, kinza, kunji","Согревает, насыщает и оставляет после себя яркий и долгий вкус.","It warms deeply, satisfies fully, and leaves a bright lingering finish.","Icden gyzdyr?ar, dokundyr?ar we uzak saklan?an tagam galdyr?ar.",,,
120,Мисо суп с тунцом,Miso Soup with Tuna,tunes bilen miso corbasy,"Глубокий, согревающий и насыщенный вкус. Состав: Бульон для мисо, тунец, ваками водоросли, тофу, кунжут","Deep, warming, and richly layered. Ingredients: Bulon dlya miso, tuna, vakami vodorosli, tofu, sesame","Cunin, gyzdyryjy we bay tagam. Duzumi: Bulon dlya miso, tunes, vakami vodorosli, tofu, kunji","Согревает, насыщает и оставляет после себя яркий и долгий вкус.","It warms deeply, satisfies fully, and leaves a bright lingering finish.","Icden gyzdyr?ar, dokundyr?ar we uzak saklan?an tagam galdyr?ar.",,,
121,Мисо суп с лососем,Miso Soup with Salmon,losos bilen miso corbasy,"Глубокий, согревающий и насыщенный вкус. Состав: Бульон для мисо, лосось, тофу, ваками водоросли, кунжут","Deep, warming, and richly layered. Ingredients: Bulon dlya miso, salmon, tofu, vakami vodorosli, sesame","Cunin, gyzdyryjy we bay tagam. Duzumi: Bulon dlya miso, losos, tofu, vakami vodorosli, kunji","Согревает, насыщает и оставляет после себя яркий и долгий вкус.","It warms deeply, satisfies fully, and leaves a bright lingering finish.","Icden gyzdyr?ar, dokundyr?ar we uzak saklan?an tagam galdyr?ar.",,,
122,Мисо суп с креветками,Miso Soup with Shrimp,krewetka bilen miso corbasy,"Глубокий, согревающий и насыщенный вкус. Состав: Бульон для мисо, креветки, тофу, ваками водоросли, кунжут","Deep, warming, and richly layered. Ingredients: Bulon dlya miso, krevetki, tofu, vakami vodorosli, sesame","Cunin, gyzdyryjy we bay tagam. Duzumi: Bulon dlya miso, krevetki, tofu, vakami vodorosli, kunji","Согревает, насыщает и оставляет после себя яркий и долгий вкус.","It warms deeply, satisfies fully, and leaves a bright lingering finish.","Icden gyzdyr?ar, dokundyr?ar we uzak saklan?an tagam galdyr?ar.",,,
123,Роллы темпура с креветками,Tempura Rolls with Shrimp,krewetka bilen tempura rolllar,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, нори, креветки, огурец, темпура кляр, крем сыр 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, nori, krevetki, cucumber, tempura batter, cream cheese 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, nori, krevetki, hyyar, tempura hamyry, krem peynir 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
124,Роллы темпура с тунцом,Tempura Rolls with Tuna,tunes bilen tempura rolllar,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, нори, тунец, огурец, темпура кляр, крем сыр 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, nori, tuna, cucumber, tempura batter, cream cheese 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, nori, tunes, hyyar, tempura hamyry, krem peynir 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
125,Роллы темпура с лососем,Tempura Rolls with Salmon,losos bilen tempura rolllar,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, нори, лосось, огурец, темпура кляр, крем сыр 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, nori, salmon, cucumber, tempura batter, cream cheese 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, nori, losos, hyyar, tempura hamyry, krem peynir 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
126,Спайс ролл с тунцом,Spicy Roll with Tuna,tunes bilen spicy roll,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, нори, тунец, огурец, спайс соус, крем сыр 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, nori, tuna, cucumber, spicy sauce, cream cheese 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, nori, tunes, hyyar, spays sousy, krem peynir 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
127,Спайс ролл с угрём,Spicy Roll with Eel,ugur bilen spicy roll,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, нори, угорь, спайс соус, огурец, крем сыр 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, nori, eel, spicy sauce, cucumber, cream cheese 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, nori, ugur, spays sousy, hyyar, krem peynir 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
128,Спайс ролл с лососем,Spicy Roll with Salmon,losos bilen spicy roll,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, нори, лосось, огурец, спайс соус, крем сыр 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, nori, salmon, cucumber, spicy sauce, cream cheese 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, nori, losos, hyyar, spays sousy, krem peynir 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
129,Спайс ролл с креветкой,Spicy Roll with Shrimp,krewetka bilen spicy roll,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, нори, креветка, огурец, спайс соус, крем сыр 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, nori, shrimp, cucumber, spicy sauce, cream cheese 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, nori, krewetka, hyyar, spays sousy, krem peynir 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
130,"Ролл ""Красный Дракон""",Red Dragon Roll,Gyzyl Aydarha roll,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, лосось, крабовые палочки, огурец, икра летучей рыбы 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, salmon, crab sticks, cucumber, flying fish roe 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, losos, krab tayajyklary, hyyar, uchyan balyk ikrasy 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
131,"???? ""??????? ??????""",Green Dragon Roll,Yashyl Aydarha roll,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, нори, лосось, угорь, авокадо, огурец, сырный соус 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, nori, salmon, eel, avocado, cucumber, cheese sauce 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, nori, losos, ugur, awokado, hyyar, peynir sousy 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
